seqname	start	end	strand	name	display_name	note
chrXIV	351166	351609	+	LSM7	>LSM7>	Lsm (Like Sm) protein%3B part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p)%3A cytoplasmic Lsm1p complex involved in mRNA decay%3B nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA%2C snoRNA%2C and rRNA
chrXIV	351612	351806	-	YNL146C-A	<YNL146C-A<	Putative protein of unknown function
chrXIV	351941	352243	+	YNL146W	>YNL146W>	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum%3B YNL146W is not an essential gene
chrXIV	352640	352756	+	MFA2	>MFA2>	Mating pheromone a-factor%2C made by a cells%3B interacts with alpha cells to induce cell cycle arrest and other responses leading to mating%3B biogenesis involves C-terminal modification%2C N-terminal proteolysis%2C and export%3B also encoded by MFA1
chrXIV	353046	355268	-	YNL144C	<YNL144C<	Putative protein of unknown function%3B the authentic%2C non-tagged protein is detected in highly purified mitochondria in high-throughput studies%3B YNL144C is not an essential gene
chrXIV	353287	353370	+	YNL144W-A	>YNL144W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the uncharacterized gene YNL144C
chrXIV	357020	357412	-	YNL143C	<YNL143C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data
chrXIV	357679	359178	+	MEP2	>MEP2>	Ammonium permease involved in regulation of pseudohyphal growth%3B belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4%2B)%3B expression is under the nitrogen catabolite repression regulation
chrXIV	359822	360865	+	AAH1	>AAH1>	Adenine deaminase (adenine aminohydrolase)%2C converts adenine to hypoxanthine%3B involved in purine salvage%3B transcriptionally regulated by nutrient levels and growth phase%3B Aah1p degraded upon entry into quiescence via SCF and the proteasome
chrXIV	361143	361712	-	YNL140C	<YNL140C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified gene THO2%2FYNL139C
chrXIV	361150	365943	-	THO2	<THO2<	Subunit of the THO complex%2C which is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination%3B required for LacZ RNA expression from certain plasmids
chrXIV	366259	366638	+	YSF3	>YSF3>	Component of the SF3b subcomplex of the U2 snRNP%2C essential protein required for for splicing and for assembly of SF3b
chrXIV	366967	368547	+	SRV2	>SRV2>	CAP (cyclase-associated protein) subunit of adenylyl cyclase complex%3B N-terminus binds adenylyl cyclase and facilitates activation by RAS%3B C-terminus binds ADP-actin monomers%2C facilitating regulation of actin dynamics and cell morphogenesis
chrXIV	368821	370281	-	NAM9	<NAM9<	Mitochondrial ribosomal component of the small subunit
chrXIV	370594	371871	+	EAF7	>EAF7>	Subunit of the NuA4 histone acetyltransferase complex%2C which acetylates the N-terminal tails of histones H4 and H2A
chrXIV	372108	372452	-	FPR1	<FPR1<	Peptidyl-prolyl cis-trans isomerase (PPIase)%2C binds to the drugs FK506 and rapamycin%3B also binds to the nonhistone chromatin binding protein Hmo1p and may regulate its assembly or function
chrXIV	372677	373807	-	YNL134C	<YNL134C<	Putative protein of unknown function with similarity to dehydrogenases from other model organisms%3B green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced by the DNA-damaging agent MMS
chrXIV	374397	374918	-	FYV6	<FYV6<	Protein of unknown function%2C required for survival upon exposure to K1 killer toxin%3B proposed to regulate double-strand break repair via non-homologous end-joining
chrXIV	375547	378717	+	KRE33	>KRE33>	Essential protein%2C required for biogenesis of the small ribosomal subunit%3B heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance
chrXIV	378993	379451	+	TOM22	>TOM22>	Component of the TOM (translocase of outer mitochondrial membrane) complex responsible for initial import of mitochondrially directed proteins%3B acts as a receptor for precursor proteins and mediates interaction between TOM and TIM complexes
chrXIV	379784	381057	-	CPT1	<CPT1<	Cholinephosphotransferase%2C required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription
chrXIV	381471	381617	-	DGR1	<DGR1<	Protein of unknown function%3B dgr1 null mutant is resistant to 2-deoxy-D-glucose
chrXIV	381706	382428	+	NRK1	>NRK1>	Nicotinamide riboside kinase%2C catalyzes the phosphorylation of nicotinamide riboside and nicotinic acid riboside in salvage pathways for NAD%2B biosynthesis
chrXIV	382585	383889	+	TEP1	>TEP1>	Homolog of human tumor suppressor gene PTEN%2FMMAC1%2FTEP1 that has lipid phosphatase activity and is linked to the phosphatidylinositol signaling pathway%3B plays a role in normal sporulation
chrXIV	384213	387074	+	FAR11	>FAR11>	Protein involved in recovery from cell cycle arrest in response to pheromone%2C in a Far1p-independent pathway%3B interacts with Far3p%2C Far7p%2C Far8p%2C Far9p%2C and Far10p%3B has similarity to the N- and C-termini of N. crassa HAM-2
chrXIV	387453	389993	+	SPC98	>SPC98>	Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex%3B interacts with Spc110p at the spindle pole body (SPB) inner plaque and with Spc72p at the SPB outer plaque
chrXIV	390372	392393	-	ESBP6	<ESBP6<	Protein with similarity to monocarboxylate permeases%2C appears not to be involved in transport of monocarboxylates such as lactate%2C pyruvate or acetate across the plasma membrane
chrXIV	393118	394596	+	NAF1	>NAF1>	RNA-binding protein required for the assembly of box H%2FACA snoRNPs and thus for pre-rRNA processing%2C forms a complex with Shq1p and interacts with H%2FACA snoRNP components Nhp2p and Cbf5p%3B similar to Gar1p
chrXIV	394911	397904	+	NMA111	>NMA111>	Serine protease and general molecular chaperone%3B involved in response to heat stress and promotion of apoptosis%3B may contribute to lipid homeostasis%3B sequence similarity to the mammalian Omi%2FHtrA2 family of serine proteases
chrXIV	398249	398596	-	YNL122C	<YNL122C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to mitochondria%3B YNL122C is not an essential gene
chrXIV	398910	400763	-	TOM70	<TOM70<	Component of the TOM (translocase of outer membrane) complex responsible for recognition and initial import steps for all mitochondrially directed proteins%3B acts as a receptor for incoming precursor proteins
chrXIV	401259	401744	-	YNL120C	<YNL120C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B deletion enhances replication of Brome mosaic virus in S. cerevisiae%2C but likely due to effects on the overlapping gene
chrXIV	401266	402747	+	NCS2	>NCS2>	Protein required for thiolation of the uridine at the wobble position of Lys(UUU) and Glu(UUC) tRNAs%3B has a role in urmylation and in invasive and pseudohyphal growth%3B inhibits replication of Brome mosaic virus in S. cerevisiae
chrXIV	402878	405790	-	DCP2	<DCP2<	Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex%2C which removes the 5' cap structure from mRNAs prior to their degradation%3B member of the Nudix hydrolase family
chrXIV	406584	408248	+	MLS1	>MLS1>	Malate synthase%2C enzyme of the glyoxylate cycle%2C involved in utilization of non-fermentable carbon sources%3B expression is subject to carbon catabolite repression%3B localizes in peroxisomes during growth in oleic acid medium
chrXIV	408567	410135	+	DMA2	>DMA2>	Protein involved in ubiquitination%3B plays a role in regulating spindle position and orientation%3B functionally redundant with Dma1p%3B orthologous to human RNF8 protein%2C also has sequence similarity to human Chfr
chrXIV	410345	412279	-	YNL115C	<YNL115C<	Putative protein of unknown function%3B green fluorescent protein (GFP)-fusion protein localizes to mitochondria%3B YNL115C is not an essential gene
chrXIV	412910	413281	-	YNL114C	<YNL114C<	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps the verified ORF RPC19%2FYNL113W%2C an RNA polymerase subunit
chrXIV	412997	413425	+	RPC19	>RPC19>	RNA polymerase subunit AC19%2C common to RNA polymerases I and III
chrXIV	413865	416507	+	DBP2	>DBP2>	Essential ATP-dependent RNA helicase of the DEAD-box protein family%2C involved in nonsense-mediated mRNA decay and rRNA processing
chrXIV	417166	417528	-	CYB5	<CYB5<	Cytochrome b5%2C involved in the sterol and lipid biosynthesis pathways%3B acts as an electron donor to support sterol C5-6 desaturation
chrXIV	418052	418714	-	NOP15	<NOP15<	Constituent of 66S pre-ribosomal particles%2C involved in 60S ribosomal subunit biogenesis%3B localizes to both nucleolus and cytoplasm
chrXIV	419190	419735	+	YNL109W	>YNL109W>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the uncharacterized ORF YNL108C
chrXIV	419240	420052	-	YNL108C	<YNL108C<	Putative protein of unknown function with similarity to Tfc7p and prokaryotic phosphotransfer enzymes%3B null mutant shows alterations in glucose metabolism%3B GFP-fusion protein localizes to the cytoplasm and nucleus
chrXIV	420324	421004	+	YAF9	>YAF9>	Subunit of both the NuA4 histone H4 acetyltransferase complex and the SWR1 complex%2C may function to antagonize silencing near telomeres%3B interacts directly with Swc4p%2C has homology to human leukemogenic protein AF9%2C contains a YEATS domain
chrXIV	421170	424721	-	INP52	<INP52<	Polyphosphatidylinositol phosphatase%2C dephosphorylates a number of phosphatidylinositols (PIs) to PI%3B involved in endocytosis%3B hyperosmotic stress causes translocation to actin patches%3B synaptojanin-like protein with a Sac1 domain
chrXIV	424381	424809	+	RRT16	>RRT16>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps verified gene INP52%3B identified in a screen for mutants with decreased levels of rDNA transcription
chrXIV	425121	426980	-	LEU4	<LEU4<	Alpha-isopropylmalate synthase (2-isopropylmalate synthase)%3B the main isozyme responsible for the first step in the leucine biosynthesis pathway
chrXIV	426945	427034	+	YNL103W-A	>YNL103W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B partially overlaps the verified gene MET4%2FYNL104C
chrXIV	427961	429979	+	MET4	>MET4>	Leucine-zipper transcriptional activator%2C responsible for the regulation of the sulfur amino acid pathway%2C requires different combinations of the auxiliary factors Cbf1p%2C Met28p%2C Met31p and Met32p
chrXIV	430313	434719	+	POL1	>POL1>	Catalytic subunit of the DNA polymerase I alpha-primase complex%2C required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis
chrXIV	435225	437366	+	AVT4	>AVT4>	Vacuolar transporter%2C exports large neutral amino acids from the vacuole%3B member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters
chrXIV	437839	438543	+	AIM37	>AIM37>	Putative protein of unknown function%3B non-tagged protein is detected in purified mitochondria%3B null mutant is viable and displays reduced respiratory growth and reduced frequency of mitochondrial genome loss
chrXIV	438793	439509	-	OCA1	<OCA1<	Putative protein tyrosine phosphatase%2C required for cell cycle arrest in response to oxidative damage of DNA
chrXIV	439829	440797	-	RAS2	<RAS2<	GTP-binding protein that regulates the nitrogen starvation response%2C sporulation%2C and filamentous growth%3B farnesylation and palmitoylation required for activity and localization to plasma membrane%3B homolog of mammalian Ras proto-oncogenes
chrXIV	441024	441146	-	YNL097C-B	<YNL097C-B<	Putative protein of unknown function
chrXIV	441571	442563	-	PHO23	<PHO23<	Probable component of the Rpd3 histone deacetylase complex%2C involved in transcriptional regulation of PHO5%3B C-terminus has similarity to human candidate tumor suppressor p33(ING1) and its isoform ING3
chrXIV	441636	441791	+	YNL097W-A	>YNL097W-A>	Dubious open reading frame unlikely to encode a protein%2C based on available experimental and comparative sequence data%3B completely overlaps the verified gene PHO23%2FYNL097C
chrXIV	443598	444515	-	RPS7B	<RPS7B<	Protein component of the small (40S) ribosomal subunit%2C nearly identical to Rps7Ap%3B interacts with Kti11p%3B deletion causes hypersensitivity to zymocin%3B has similarity to rat S7 and Xenopus S8 ribosomal proteins
chrXIV	445110	447038	-	YNL095C	<YNL095C<	Putative protein of unknown function predicted to contain a transmembrane domain%3B YNL095C is not an essential gene
chrXIV	447809	449572	+	APP1	>APP1>	Protein of unknown function%2C interacts with Rvs161p and Rvs167p%3B computational analysis of protein-protein interactions in large-scale studies suggests a possible role in actin filament organization
chrXIV	450066	450728	+	YPT53	>YPT53>	Rab family GTPase%2C similar to Ypt51p and Ypt52p and to mammalian rab5%3B required for vacuolar protein sorting and endocytosis
chrXIV	451069	452271	+	YNL092W	>YNL092W>	Putative S-adenosylmethionine-dependent methyltransferase of the seven beta-strand family%3B YNL092W is not an essential gene
chrXIV	452606	456328	+	NST1	>NST1>	Protein of unknown function%2C mediates sensitivity to salt stress%3B interacts physically with the splicing factor Msl1p and also displays genetic interaction with MSL1
